Province_Raw,ImmCategory,REF_DATE,Year,YearQtr,Admissions,Geo_Level
Ontario - Total,Canadian Experience,2023-Q3,2023,2023-Q3,55.0,Provincial
Ontario - Total,Caregiver,2023-Q3,2023,2023-Q3,,Provincial
Ontario - Total,Federal Economic Mobility Pathways Pilot,2023-Q3,2023,2023-Q3,0.0,Provincial
Ontario - Total,Rural and Northern Immigration,2023-Q3,2023,2023-Q3,40.0,Provincial
Ontario - Total,Skilled Trade,2023-Q3,2023,2023-Q3,0.0,Provincial
Ontario - Total,Skilled Worker,2023-Q3,2023,2023-Q3,100.0,Provincial
Ontario - Total,Entrepreneur,2023-Q3,2023,2023-Q3,0.0,Provincial
Ontario - Total,Self-Employed,2023-Q3,2023,2023-Q3,0.0,Provincial
Ontario - Total,Start-up Business,2023-Q3,2023,2023-Q3,30.0,Provincial
Ontario - Total,Provincial Nominee Program,2023-Q3,2023,2023-Q3,3270.0,Provincial
Ontario - Total,Temporary Resident to Permanent Resident Pathway,2023-Q3,2023,2023-Q3,315.0,Provincial
Ontario - Total,Sponsored Children,2023-Q3,2023,2023-Q3,40.0,Provincial
Ontario - Total,Sponsored Extended Family Member,2023-Q3,2023,2023-Q3,,Provincial
Ontario - Total,Sponsored Parent or Grandparent,2023-Q3,2023,2023-Q3,220.0,Provincial
Ontario - Total,Sponsored Spouse or Partner,2023-Q3,2023,2023-Q3,420.0,Provincial
Ontario - Total,Blended Sponsorship Refugee,2023-Q3,2023,2023-Q3,,Provincial
Ontario - Total,Government-Assisted Refugee,2023-Q3,2023,2023-Q3,210.0,Provincial
Ontario - Total,Privately Sponsored Refugee,2023-Q3,2023,2023-Q3,225.0,Provincial
Manitoba - Total,Agri-Food Pilot,2023-Q3,2023,2023-Q3,0.0,Provincial
Manitoba - Total,Canadian Experience,2023-Q3,2023,2023-Q3,55.0,Provincial
Manitoba - Total,Caregiver,2023-Q3,2023,2023-Q3,20.0,Provincial
Manitoba - Total,Federal Economic Mobility Pathways Pilot,2023-Q3,2023,2023-Q3,0.0,Provincial
Manitoba - Total,Rural and Northern Immigration,2023-Q3,2023,2023-Q3,15.0,Provincial
Manitoba - Total,Skilled Trade,2023-Q3,2023,2023-Q3,0.0,Provincial
Manitoba - Total,Skilled Worker,2023-Q3,2023,2023-Q3,75.0,Provincial
Manitoba - Total,Self-Employed,2023-Q3,2023,2023-Q3,0.0,Provincial
Manitoba - Total,Provincial Nominee Program,2023-Q3,2023,2023-Q3,4880.0,Provincial
Manitoba - Total,Temporary Resident to Permanent Resident Pathway,2023-Q3,2023,2023-Q3,140.0,Provincial
Manitoba - Total,Sponsored Children,2023-Q3,2023,2023-Q3,25.0,Provincial
Manitoba - Total,Sponsored Extended Family Member,2023-Q3,2023,2023-Q3,15.0,Provincial
Manitoba - Total,Sponsored Parent or Grandparent,2023-Q3,2023,2023-Q3,125.0,Provincial
Manitoba - Total,Sponsored Spouse or Partner,2023-Q3,2023,2023-Q3,300.0,Provincial
Manitoba - Total,Blended Sponsorship Refugee,2023-Q3,2023,2023-Q3,0.0,Provincial
Manitoba - Total,Government-Assisted Refugee,2023-Q3,2023,2023-Q3,235.0,Provincial
Manitoba - Total,Privately Sponsored Refugee,2023-Q3,2023,2023-Q3,130.0,Provincial
Saskatchewan - Total,Agri-Food Pilot,2023-Q3,2023,2023-Q3,35.0,Provincial
Saskatchewan - Total,Canadian Experience,2023-Q3,2023,2023-Q3,465.0,Provincial
Saskatchewan - Total,Caregiver,2023-Q3,2023,2023-Q3,115.0,Provincial
Saskatchewan - Total,Federal Economic Mobility Pathways Pilot,2023-Q3,2023,2023-Q3,0.0,Provincial
Saskatchewan - Total,Rural and Northern Immigration,2023-Q3,2023,2023-Q3,5.0,Provincial
Saskatchewan - Total,Skilled Trade,2023-Q3,2023,2023-Q3,,Provincial
Saskatchewan - Total,Skilled Worker,2023-Q3,2023,2023-Q3,930.0,Provincial
Saskatchewan - Total,Entrepreneur,2023-Q3,2023,2023-Q3,0.0,Provincial
Saskatchewan - Total,Investor,2023-Q3,2023,2023-Q3,0.0,Provincial
Saskatchewan - Total,Self-Employed,2023-Q3,2023,2023-Q3,20.0,Provincial
Saskatchewan - Total,Start-up Business,2023-Q3,2023,2023-Q3,,Provincial
Saskatchewan - Total,Provincial Nominee Program,2023-Q3,2023,2023-Q3,2890.0,Provincial
Saskatchewan - Total,Temporary Resident to Permanent Resident Pathway,2023-Q3,2023,2023-Q3,480.0,Provincial
Saskatchewan - Total,Sponsored Children,2023-Q3,2023,2023-Q3,285.0,Provincial
Saskatchewan - Total,Sponsored Extended Family Member,2023-Q3,2023,2023-Q3,70.0,Provincial
Saskatchewan - Total,Sponsored Parent or Grandparent,2023-Q3,2023,2023-Q3,1130.0,Provincial
Saskatchewan - Total,Sponsored Spouse or Partner,2023-Q3,2023,2023-Q3,2220.0,Provincial
Saskatchewan - Total,Blended Sponsorship Refugee,2023-Q3,2023,2023-Q3,,Provincial
Saskatchewan - Total,Government-Assisted Refugee,2023-Q3,2023,2023-Q3,830.0,Provincial
Saskatchewan - Total,Privately Sponsored Refugee,2023-Q3,2023,2023-Q3,1825.0,Provincial
Alberta - Total,Agri-Food Pilot,2023-Q3,2023,2023-Q3,110.0,Provincial
Alberta - Total,Canadian Experience,2023-Q3,2023,2023-Q3,1645.0,Provincial
Alberta - Total,Caregiver,2023-Q3,2023,2023-Q3,175.0,Provincial
Alberta - Total,Federal Economic Mobility Pathways Pilot,2023-Q3,2023,2023-Q3,0.0,Provincial
Alberta - Total,Rural and Northern Immigration,2023-Q3,2023,2023-Q3,120.0,Provincial
Alberta - Total,Skilled Trade,2023-Q3,2023,2023-Q3,10.0,Provincial
Alberta - Total,Skilled Worker,2023-Q3,2023,2023-Q3,1015.0,Provincial
Alberta - Total,Entrepreneur,2023-Q3,2023,2023-Q3,0.0,Provincial
Alberta - Total,Investor,2023-Q3,2023,2023-Q3,0.0,Provincial
Alberta - Total,Self-Employed,2023-Q3,2023,2023-Q3,120.0,Provincial
Alberta - Total,Start-up Business,2023-Q3,2023,2023-Q3,85.0,Provincial
Alberta - Total,Provincial Nominee Program,2023-Q3,2023,2023-Q3,3210.0,Provincial
Alberta - Total,Temporary Resident to Permanent Resident Pathway,2023-Q3,2023,2023-Q3,1510.0,Provincial
Alberta - Total,Sponsored Children,2023-Q3,2023,2023-Q3,170.0,Provincial
Alberta - Total,Sponsored Extended Family Member,2023-Q3,2023,2023-Q3,15.0,Provincial
Alberta - Total,Sponsored Parent or Grandparent,2023-Q3,2023,2023-Q3,880.0,Provincial
Alberta - Total,Sponsored Spouse or Partner,2023-Q3,2023,2023-Q3,2350.0,Provincial
Alberta - Total,Blended Sponsorship Refugee,2023-Q3,2023,2023-Q3,0.0,Provincial
Alberta - Total,Government-Assisted Refugee,2023-Q3,2023,2023-Q3,625.0,Provincial
Alberta - Total,Privately Sponsored Refugee,2023-Q3,2023,2023-Q3,785.0,Provincial
British Columbia - Total,Canadian Experience,2023-Q3,2023,2023-Q3,,Provincial
British Columbia - Total,Caregiver,2023-Q3,2023,2023-Q3,0.0,Provincial
British Columbia - Total,Skilled Trade,2023-Q3,2023,2023-Q3,0.0,Provincial
British Columbia - Total,Skilled Worker,2023-Q3,2023,2023-Q3,5.0,Provincial
British Columbia - Total,Self-Employed,2023-Q3,2023,2023-Q3,0.0,Provincial
British Columbia - Total,Provincial Nominee Program,2023-Q3,2023,2023-Q3,130.0,Provincial
British Columbia - Total,Temporary Resident to Permanent Resident Pathway,2023-Q3,2023,2023-Q3,,Provincial
British Columbia - Total,Sponsored Children,2023-Q3,2023,2023-Q3,0.0,Provincial
British Columbia - Total,Sponsored Extended Family Member,2023-Q3,2023,2023-Q3,0.0,Provincial
British Columbia - Total,Sponsored Parent or Grandparent,2023-Q3,2023,2023-Q3,,Provincial
British Columbia - Total,Sponsored Spouse or Partner,2023-Q3,2023,2023-Q3,20.0,Provincial
British Columbia - Total,Blended Sponsorship Refugee,2023-Q3,2023,2023-Q3,0.0,Provincial
British Columbia - Total,Privately Sponsored Refugee,2023-Q3,2023,2023-Q3,5.0,Provincial
Yukon - Total,Canadian Experience,2023-Q3,2023,2023-Q3,,Provincial
Yukon - Total,Caregiver,2023-Q3,2023,2023-Q3,0.0,Provincial
Yukon - Total,Skilled Trade,2023-Q3,2023,2023-Q3,0.0,Provincial
Yukon - Total,Skilled Worker,2023-Q3,2023,2023-Q3,,Provincial
Yukon - Total,Provincial Nominee Program,2023-Q3,2023,2023-Q3,30.0,Provincial
Yukon - Total,Temporary Resident to Permanent Resident Pathway,2023-Q3,2023,2023-Q3,10.0,Provincial
Yukon - Total,Sponsored Children,2023-Q3,2023,2023-Q3,,Provincial
Yukon - Total,Sponsored Extended Family Member,2023-Q3,2023,2023-Q3,,Provincial
Yukon - Total,Sponsored Parent or Grandparent,2023-Q3,2023,2023-Q3,5.0,Provincial
Yukon - Total,Sponsored Spouse or Partner,2023-Q3,2023,2023-Q3,10.0,Provincial
Yukon - Total,Blended Sponsorship Refugee,2023-Q3,2023,2023-Q3,0.0,Provincial
Yukon - Total,Privately Sponsored Refugee,2023-Q3,2023,2023-Q3,,Provincial
Northwest Territories - Total,Canadian Experience,2023-Q3,2023,2023-Q3,,Provincial
Northwest Territories - Total,Caregiver,2023-Q3,2023,2023-Q3,0.0,Provincial
Northwest Territories - Total,Skilled Trade,2023-Q3,2023,2023-Q3,0.0,Provincial
Northwest Territories - Total,Skilled Worker,2023-Q3,2023,2023-Q3,0.0,Provincial
Northwest Territories - Total,Temporary Resident to Permanent Resident Pathway,2023-Q3,2023,2023-Q3,,Provincial
Northwest Territories - Total,Sponsored Children,2023-Q3,2023,2023-Q3,,Provincial
Northwest Territories - Total,Sponsored Extended Family Member,2023-Q3,2023,2023-Q3,0.0,Provincial
Northwest Territories - Total,Sponsored Parent or Grandparent,2023-Q3,2023,2023-Q3,,Provincial
Northwest Territories - Total,Sponsored Spouse or Partner,2023-Q3,2023,2023-Q3,5.0,Provincial
Northwest Territories - Total,Privately Sponsored Refugee,2023-Q3,2023,2023-Q3,,Provincial
,Agri-Food Pilot,2023-Q4,2023,2023-Q4,0.0,Unknown
,Atlantic Immigration Pilot Programs,2023-Q4,2023,2023-Q4,,Unknown
,Atlantic Immigration Programs,2023-Q4,2023,2023-Q4,170.0,Unknown
,Canadian Experience,2023-Q4,2023,2023-Q4,35.0,Unknown
,Caregiver,2023-Q4,2023,2023-Q4,0.0,Unknown
,Federal Economic Mobility Pathways Pilot,2023-Q4,2023,2023-Q4,0.0,Unknown
,Skilled Trade,2023-Q4,2023,2023-Q4,0.0,Unknown
,Skilled Worker,2023-Q4,2023,2023-Q4,10.0,Unknown
,Self-Employed,2023-Q4,2023,2023-Q4,0.0,Unknown
,Start-up Business,2023-Q4,2023,2023-Q4,0.0,Unknown
,Provincial Nominee Program,2023-Q4,2023,2023-Q4,410.0,Unknown
,Temporary Resident to Permanent Resident Pathway,2023-Q4,2023,2023-Q4,35.0,Unknown
,Sponsored Children,2023-Q4,2023,2023-Q4,,Unknown
,Sponsored Extended Family Member,2023-Q4,2023,2023-Q4,0.0,Unknown
,Sponsored Parent or Grandparent,2023-Q4,2023,2023-Q4,15.0,Unknown
,Sponsored Spouse or Partner,2023-Q4,2023,2023-Q4,60.0,Unknown
,Blended Sponsorship Refugee,2023-Q4,2023,2023-Q4,,Unknown
,Government-Assisted Refugee,2023-Q4,2023,2023-Q4,510.0,Unknown
,Privately Sponsored Refugee,2023-Q4,2023,2023-Q4,20.0,Unknown
Newfoundland and Labrador - Total,Agri-Food Pilot,2023-Q4,2023,2023-Q4,,Provincial
Newfoundland and Labrador - Total,Atlantic Immigration Pilot Programs,2023-Q4,2023,2023-Q4,5.0,Provincial
Newfoundland and Labrador - Total,Atlantic Immigration Programs,2023-Q4,2023,2023-Q4,90.0,Provincial
Newfoundland and Labrador - Total,Canadian Experience,2023-Q4,2023,2023-Q4,15.0,Provincial
Newfoundland and Labrador - Total,Caregiver,2023-Q4,2023,2023-Q4,0.0,Provincial
Newfoundland and Labrador - Total,Federal Economic Mobility Pathways Pilot,2023-Q4,2023,2023-Q4,0.0,Provincial
Newfoundland and Labrador - Total,Skilled Trade,2023-Q4,2023,2023-Q4,0.0,Provincial
Newfoundland and Labrador - Total,Skilled Worker,2023-Q4,2023,2023-Q4,,Provincial
Newfoundland and Labrador - Total,Self-Employed,2023-Q4,2023,2023-Q4,,Provincial
Newfoundland and Labrador - Total,Start-up Business,2023-Q4,2023,2023-Q4,0.0,Provincial
Newfoundland and Labrador - Total,Provincial Nominee Program,2023-Q4,2023,2023-Q4,560.0,Provincial
Newfoundland and Labrador - Total,Temporary Resident to Permanent Resident Pathway,2023-Q4,2023,2023-Q4,15.0,Provincial
Newfoundland and Labrador - Total,Sponsored Children,2023-Q4,2023,2023-Q4,,Provincial
Newfoundland and Labrador - Total,Sponsored Extended Family Member,2023-Q4,2023,2023-Q4,0.0,Provincial
Newfoundland and Labrador - Total,Sponsored Parent or Grandparent,2023-Q4,2023,2023-Q4,,Provincial
Newfoundland and Labrador - Total,Sponsored Spouse or Partner,2023-Q4,2023,2023-Q4,35.0,Provincial
Newfoundland and Labrador - Total,Blended Sponsorship Refugee,2023-Q4,2023,2023-Q4,0.0,Provincial
Newfoundland and Labrador - Total,Government-Assisted Refugee,2023-Q4,2023,2023-Q4,85.0,Provincial
Newfoundland and Labrador - Total,Privately Sponsored Refugee,2023-Q4,2023,2023-Q4,0.0,Provincial
Prince Edward Island - Total,Agri-Food Pilot,2023-Q4,2023,2023-Q4,0.0,Provincial
Prince Edward Island - Total,Atlantic Immigration Pilot Programs,2023-Q4,2023,2023-Q4,20.0,Provincial
Prince Edward Island - Total,Atlantic Immigration Programs,2023-Q4,2023,2023-Q4,350.0,Provincial
Prince Edward Island - Total,Canadian Experience,2023-Q4,2023,2023-Q4,160.0,Provincial
Prince Edward Island - Total,Caregiver,2023-Q4,2023,2023-Q4,,Provincial
Prince Edward Island - Total,Federal Economic Mobility Pathways Pilot,2023-Q4,2023,2023-Q4,,Provincial
Prince Edward Island - Total,Rural and Northern Immigration,2023-Q4,2023,2023-Q4,0.0,Provincial
Prince Edward Island - Total,Skilled Trade,2023-Q4,2023,2023-Q4,0.0,Provincial
Prince Edward Island - Total,Skilled Worker,2023-Q4,2023,2023-Q4,75.0,Provincial
Prince Edward Island - Total,Self-Employed,2023-Q4,2023,2023-Q4,5.0,Provincial
Prince Edward Island - Total,Start-up Business,2023-Q4,2023,2023-Q4,10.0,Provincial
Prince Edward Island - Total,Provincial Nominee Program,2023-Q4,2023,2023-Q4,1300.0,Provincial
Prince Edward Island - Total,Temporary Resident to Permanent Resident Pathway,2023-Q4,2023,2023-Q4,70.0,Provincial
Prince Edward Island - Total,Sponsored Children,2023-Q4,2023,2023-Q4,20.0,Provincial
Prince Edward Island - Total,Sponsored Extended Family Member,2023-Q4,2023,2023-Q4,0.0,Provincial
Prince Edward Island - Total,Sponsored Parent or Grandparent,2023-Q4,2023,2023-Q4,30.0,Provincial
Prince Edward Island - Total,Sponsored Spouse or Partner,2023-Q4,2023,2023-Q4,230.0,Provincial
Prince Edward Island - Total,Blended Sponsorship Refugee,2023-Q4,2023,2023-Q4,,Provincial
Prince Edward Island - Total,Government-Assisted Refugee,2023-Q4,2023,2023-Q4,355.0,Provincial
Prince Edward Island - Total,Privately Sponsored Refugee,2023-Q4,2023,2023-Q4,115.0,Provincial
Nova Scotia - Total,Agri-Food Pilot,2023-Q4,2023,2023-Q4,0.0,Provincial
Nova Scotia - Total,Atlantic Immigration Pilot Programs,2023-Q4,2023,2023-Q4,20.0,Provincial
Nova Scotia - Total,Atlantic Immigration Programs,2023-Q4,2023,2023-Q4,370.0,Provincial
Nova Scotia - Total,Canadian Experience,2023-Q4,2023,2023-Q4,65.0,Provincial
Nova Scotia - Total,Caregiver,2023-Q4,2023,2023-Q4,,Provincial
Nova Scotia - Total,Federal Economic Mobility Pathways Pilot,2023-Q4,2023,2023-Q4,0.0,Provincial
Nova Scotia - Total,Rural and Northern Immigration,2023-Q4,2023,2023-Q4,0.0,Provincial
Nova Scotia - Total,Skilled Trade,2023-Q4,2023,2023-Q4,0.0,Provincial
Nova Scotia - Total,Skilled Worker,2023-Q4,2023,2023-Q4,240.0,Provincial
Nova Scotia - Total,Self-Employed,2023-Q4,2023,2023-Q4,0.0,Provincial
Nova Scotia - Total,Start-up Business,2023-Q4,2023,2023-Q4,0.0,Provincial
Nova Scotia - Total,Provincial Nominee Program,2023-Q4,2023,2023-Q4,1650.0,Provincial
Nova Scotia - Total,Temporary Resident to Permanent Resident Pathway,2023-Q4,2023,2023-Q4,145.0,Provincial
Nova Scotia - Total,Sponsored Children,2023-Q4,2023,2023-Q4,5.0,Provincial
Nova Scotia - Total,Sponsored Extended Family Member,2023-Q4,2023,2023-Q4,0.0,Provincial
Nova Scotia - Total,Sponsored Parent or Grandparent,2023-Q4,2023,2023-Q4,20.0,Provincial
Nova Scotia - Total,Sponsored Spouse or Partner,2023-Q4,2023,2023-Q4,105.0,Provincial
Nova Scotia - Total,Blended Sponsorship Refugee,2023-Q4,2023,2023-Q4,0.0,Provincial
Nova Scotia - Total,Government-Assisted Refugee,2023-Q4,2023,2023-Q4,540.0,Provincial
Nova Scotia - Total,Privately Sponsored Refugee,2023-Q4,2023,2023-Q4,25.0,Provincial
New Brunswick - Total,Canadian Experience,2023-Q4,2023,2023-Q4,0.0,Provincial
New Brunswick - Total,Caregiver,2023-Q4,2023,2023-Q4,5.0,Provincial
New Brunswick - Total,Skilled Worker,2023-Q4,2023,2023-Q4,4805.0,Provincial
New Brunswick - Total,Entrepreneur,2023-Q4,2023,2023-Q4,20.0,Provincial
New Brunswick - Total,Investor,2023-Q4,2023,2023-Q4,1050.0,Provincial
New Brunswick - Total,Self-Employed,2023-Q4,2023,2023-Q4,10.0,Provincial
New Brunswick - Total,Provincial Nominee Program,2023-Q4,2023,2023-Q4,0.0,Provincial
New Brunswick - Total,Sponsored Children,2023-Q4,2023,2023-Q4,70.0,Provincial
New Brunswick - Total,Sponsored Extended Family Member,2023-Q4,2023,2023-Q4,20.0,Provincial
New Brunswick - Total,Sponsored Parent or Grandparent,2023-Q4,2023,2023-Q4,425.0,Provincial
New Brunswick - Total,Sponsored Spouse or Partner,2023-Q4,2023,2023-Q4,855.0,Provincial
New Brunswick - Total,Blended Sponsorship Refugee,2023-Q4,2023,2023-Q4,0.0,Provincial
New Brunswick - Total,Government-Assisted Refugee,2023-Q4,2023,2023-Q4,410.0,Provincial
New Brunswick - Total,Privately Sponsored Refugee,2023-Q4,2023,2023-Q4,265.0,Provincial
Quebec - Total,Agri-Food Pilot,2023-Q4,2023,2023-Q4,210.0,Provincial
Quebec - Total,Canadian Experience,2023-Q4,2023,2023-Q4,6005.0,Provincial
Quebec - Total,Caregiver,2023-Q4,2023,2023-Q4,345.0,Provincial
Quebec - Total,Federal Economic Mobility Pathways Pilot,2023-Q4,2023,2023-Q4,,Provincial
Quebec - Total,Rural and Northern Immigration,2023-Q4,2023,2023-Q4,570.0,Provincial
Quebec - Total,Skilled Trade,2023-Q4,2023,2023-Q4,5.0,Provincial
Quebec - Total,Skilled Worker,2023-Q4,2023,2023-Q4,6370.0,Provincial
Quebec - Total,Entrepreneur,2023-Q4,2023,2023-Q4,0.0,Provincial
Quebec - Total,Investor,2023-Q4,2023,2023-Q4,0.0,Provincial
Quebec - Total,Self-Employed,2023-Q4,2023,2023-Q4,160.0,Provincial
Quebec - Total,Start-up Business,2023-Q4,2023,2023-Q4,405.0,Provincial
Quebec - Total,Provincial Nominee Program,2023-Q4,2023,2023-Q4,3010.0,Provincial
Quebec - Total,Temporary Resident to Permanent Resident Pathway,2023-Q4,2023,2023-Q4,3250.0,Provincial
Quebec - Total,Sponsored Children,2023-Q4,2023,2023-Q4,530.0,Provincial
Quebec - Total,Sponsored Extended Family Member,2023-Q4,2023,2023-Q4,85.0,Provincial
Quebec - Total,Sponsored Parent or Grandparent,2023-Q4,2023,2023-Q4,2700.0,Provincial
Quebec - Total,Sponsored Spouse or Partner,2023-Q4,2023,2023-Q4,8370.0,Provincial
Quebec - Total,Blended Sponsorship Refugee,2023-Q4,2023,2023-Q4,15.0,Provincial
Quebec - Total,Government-Assisted Refugee,2023-Q4,2023,2023-Q4,2595.0,Provincial
Quebec - Total,Privately Sponsored Refugee,2023-Q4,2023,2023-Q4,3960.0,Provincial
Ontario - Total,Agri-Food Pilot,2023-Q4,2023,2023-Q4,0.0,Provincial
Ontario - Total,Canadian Experience,2023-Q4,2023,2023-Q4,65.0,Provincial
Ontario - Total,Caregiver,2023-Q4,2023,2023-Q4,0.0,Provincial
Ontario - Total,Federal Economic Mobility Pathways Pilot,2023-Q4,2023,2023-Q4,0.0,Provincial
Ontario - Total,Rural and Northern Immigration,2023-Q4,2023,2023-Q4,60.0,Provincial
Ontario - Total,Skilled Trade,2023-Q4,2023,2023-Q4,0.0,Provincial
Ontario - Total,Skilled Worker,2023-Q4,2023,2023-Q4,115.0,Provincial
Ontario - Total,Entrepreneur,2023-Q4,2023,2023-Q4,0.0,Provincial
Ontario - Total,Self-Employed,2023-Q4,2023,2023-Q4,0.0,Provincial
Ontario - Total,Start-up Business,2023-Q4,2023,2023-Q4,80.0,Provincial
Ontario - Total,Provincial Nominee Program,2023-Q4,2023,2023-Q4,2690.0,Provincial
Ontario - Total,Temporary Resident to Permanent Resident Pathway,2023-Q4,2023,2023-Q4,150.0,Provincial
Ontario - Total,Sponsored Children,2023-Q4,2023,2023-Q4,45.0,Provincial
Ontario - Total,Sponsored Extended Family Member,2023-Q4,2023,2023-Q4,,Provincial
Ontario - Total,Sponsored Parent or Grandparent,2023-Q4,2023,2023-Q4,280.0,Provincial
Ontario - Total,Sponsored Spouse or Partner,2023-Q4,2023,2023-Q4,480.0,Provincial
Ontario - Total,Blended Sponsorship Refugee,2023-Q4,2023,2023-Q4,10.0,Provincial
Ontario - Total,Government-Assisted Refugee,2023-Q4,2023,2023-Q4,485.0,Provincial
Ontario - Total,Privately Sponsored Refugee,2023-Q4,2023,2023-Q4,570.0,Provincial
Manitoba - Total,Agri-Food Pilot,2023-Q4,2023,2023-Q4,0.0,Provincial
Manitoba - Total,Canadian Experience,2023-Q4,2023,2023-Q4,85.0,Provincial
Manitoba - Total,Caregiver,2023-Q4,2023,2023-Q4,5.0,Provincial
Manitoba - Total,Federal Economic Mobility Pathways Pilot,2023-Q4,2023,2023-Q4,0.0,Provincial
Manitoba - Total,Rural and Northern Immigration,2023-Q4,2023,2023-Q4,15.0,Provincial
Manitoba - Total,Skilled Trade,2023-Q4,2023,2023-Q4,0.0,Provincial
Manitoba - Total,Skilled Worker,2023-Q4,2023,2023-Q4,75.0,Provincial
Manitoba - Total,Self-Employed,2023-Q4,2023,2023-Q4,10.0,Provincial
Manitoba - Total,Provincial Nominee Program,2023-Q4,2023,2023-Q4,3955.0,Provincial
Manitoba - Total,Temporary Resident to Permanent Resident Pathway,2023-Q4,2023,2023-Q4,75.0,Provincial
Manitoba - Total,Sponsored Children,2023-Q4,2023,2023-Q4,25.0,Provincial
Manitoba - Total,Sponsored Extended Family Member,2023-Q4,2023,2023-Q4,,Provincial
Manitoba - Total,Sponsored Parent or Grandparent,2023-Q4,2023,2023-Q4,170.0,Provincial
Manitoba - Total,Sponsored Spouse or Partner,2023-Q4,2023,2023-Q4,325.0,Provincial
Manitoba - Total,Blended Sponsorship Refugee,2023-Q4,2023,2023-Q4,0.0,Provincial
Manitoba - Total,Government-Assisted Refugee,2023-Q4,2023,2023-Q4,170.0,Provincial
Manitoba - Total,Privately Sponsored Refugee,2023-Q4,2023,2023-Q4,180.0,Provincial
Saskatchewan - Total,Agri-Food Pilot,2023-Q4,2023,2023-Q4,55.0,Provincial
Saskatchewan - Total,Canadian Experience,2023-Q4,2023,2023-Q4,665.0,Provincial
Saskatchewan - Total,Caregiver,2023-Q4,2023,2023-Q4,140.0,Provincial
Saskatchewan - Total,Federal Economic Mobility Pathways Pilot,2023-Q4,2023,2023-Q4,0.0,Provincial
Saskatchewan - Total,Rural and Northern Immigration,2023-Q4,2023,2023-Q4,15.0,Provincial
Saskatchewan - Total,Skilled Trade,2023-Q4,2023,2023-Q4,0.0,Provincial
Saskatchewan - Total,Skilled Worker,2023-Q4,2023,2023-Q4,1100.0,Provincial
Saskatchewan - Total,Entrepreneur,2023-Q4,2023,2023-Q4,0.0,Provincial
Saskatchewan - Total,Investor,2023-Q4,2023,2023-Q4,0.0,Provincial
Saskatchewan - Total,Self-Employed,2023-Q4,2023,2023-Q4,15.0,Provincial
Saskatchewan - Total,Start-up Business,2023-Q4,2023,2023-Q4,,Provincial
Saskatchewan - Total,Provincial Nominee Program,2023-Q4,2023,2023-Q4,3270.0,Provincial
Saskatchewan - Total,Temporary Resident to Permanent Resident Pathway,2023-Q4,2023,2023-Q4,290.0,Provincial
Saskatchewan - Total,Sponsored Children,2023-Q4,2023,2023-Q4,225.0,Provincial
Saskatchewan - Total,Sponsored Extended Family Member,2023-Q4,2023,2023-Q4,70.0,Provincial
Saskatchewan - Total,Sponsored Parent or Grandparent,2023-Q4,2023,2023-Q4,1175.0,Provincial
Saskatchewan - Total,Sponsored Spouse or Partner,2023-Q4,2023,2023-Q4,2445.0,Provincial
Saskatchewan - Total,Blended Sponsorship Refugee,2023-Q4,2023,2023-Q4,0.0,Provincial
Saskatchewan - Total,Government-Assisted Refugee,2023-Q4,2023,2023-Q4,990.0,Provincial
Saskatchewan - Total,Privately Sponsored Refugee,2023-Q4,2023,2023-Q4,2765.0,Provincial
Alberta - Total,Agri-Food Pilot,2023-Q4,2023,2023-Q4,195.0,Provincial
Alberta - Total,Canadian Experience,2023-Q4,2023,2023-Q4,2340.0,Provincial
Alberta - Total,Caregiver,2023-Q4,2023,2023-Q4,195.0,Provincial
Alberta - Total,Federal Economic Mobility Pathways Pilot,2023-Q4,2023,2023-Q4,,Provincial
Alberta - Total,Rural and Northern Immigration,2023-Q4,2023,2023-Q4,175.0,Provincial
Alberta - Total,Skilled Trade,2023-Q4,2023,2023-Q4,25.0,Provincial
Alberta - Total,Skilled Worker,2023-Q4,2023,2023-Q4,1020.0,Provincial
Alberta - Total,Entrepreneur,2023-Q4,2023,2023-Q4,0.0,Provincial
Alberta - Total,Investor,2023-Q4,2023,2023-Q4,0.0,Provincial
Alberta - Total,Self-Employed,2023-Q4,2023,2023-Q4,110.0,Provincial
Alberta - Total,Start-up Business,2023-Q4,2023,2023-Q4,160.0,Provincial
Alberta - Total,Provincial Nominee Program,2023-Q4,2023,2023-Q4,3460.0,Provincial
Alberta - Total,Temporary Resident to Permanent Resident Pathway,2023-Q4,2023,2023-Q4,970.0,Provincial
Alberta - Total,Sponsored Children,2023-Q4,2023,2023-Q4,145.0,Provincial
Alberta - Total,Sponsored Extended Family Member,2023-Q4,2023,2023-Q4,15.0,Provincial
Alberta - Total,Sponsored Parent or Grandparent,2023-Q4,2023,2023-Q4,1085.0,Provincial
Alberta - Total,Sponsored Spouse or Partner,2023-Q4,2023,2023-Q4,2675.0,Provincial
Alberta - Total,Blended Sponsorship Refugee,2023-Q4,2023,2023-Q4,15.0,Provincial
Alberta - Total,Government-Assisted Refugee,2023-Q4,2023,2023-Q4,880.0,Provincial
Alberta - Total,Privately Sponsored Refugee,2023-Q4,2023,2023-Q4,805.0,Provincial
British Columbia - Total,Canadian Experience,2023-Q4,2023,2023-Q4,,Provincial
British Columbia - Total,Caregiver,2023-Q4,2023,2023-Q4,,Provincial
British Columbia - Total,Skilled Trade,2023-Q4,2023,2023-Q4,0.0,Provincial
British Columbia - Total,Skilled Worker,2023-Q4,2023,2023-Q4,10.0,Provincial
